file_name,class
100852-0-0-20.wav,other
100852-0-0-21.wav,other
100852-0-0-22.wav,other
100852-0-0-23.wav,other
100852-0-0-24.wav,other
100852-0-0-25.wav,other
100852-0-0-26.wav,other
100852-0-0-27.wav,other
100852-0-0-28.wav,other
100852-0-0-29.wav,other
100852-0-0-3.wav,other
100852-0-0-30.wav,other
100852-0-0-4.wav,other
100852-0-0-5.wav,other
100852-0-0-6.wav,other
100852-0-0-7.wav,other
100852-0-0-8.wav,other
100852-0-0-9.wav,other
101729-0-0-1.wav,other
101729-0-0-11.wav,other
101729-0-0-12.wav,other
101729-0-0-13.wav,other
101729-0-0-14.wav,other
101729-0-0-16.wav,other
101729-0-0-17.wav,other
101729-0-0-18.wav,other
101729-0-0-19.wav,other
101729-0-0-21.wav,other
101729-0-0-22.wav,other
101729-0-0-23.wav,other
101729-0-0-24.wav,other
101729-0-0-26.wav,other
101729-0-0-28.wav,other
101729-0-0-29.wav,other
101729-0-0-3.wav,other
101729-0-0-32.wav,other
101729-0-0-33.wav,other
101729-0-0-36.wav,other
101729-0-0-37.wav,other
101729-0-0-38.wav,other
101729-0-0-39.wav,other
101729-0-0-4.wav,other
103074-7-0-0.wav,other
103074-7-0-1.wav,other
103074-7-0-2.wav,other
103074-7-1-0.wav,other
103074-7-1-1.wav,other
103074-7-1-2.wav,other
103074-7-1-3.wav,other
103074-7-1-4.wav,other
103074-7-1-5.wav,other
103074-7-1-6.wav,other
103074-7-2-0.wav,other
103074-7-3-0.wav,other
103074-7-3-1.wav,other
103074-7-3-2.wav,other
103074-7-3-3.wav,other
103074-7-4-0.wav,other
103074-7-4-1.wav,other
103074-7-4-2.wav,other
103074-7-4-3.wav,other
103074-7-4-4.wav,other
103074-7-4-5.wav,other
103074-7-4-6.wav,other
104998-7-0-5.wav,other
104998-7-10-1.wav,other
104998-7-10-10.wav,other
104998-7-10-13.wav,other
104998-7-10-15.wav,other
104998-7-10-8.wav,other
104998-7-10-9.wav,other
104998-7-11-0.wav,other
104998-7-11-2.wav,other
104998-7-12-2.wav,other
104998-7-14-1.wav,other
104998-7-14-5.wav,other
104998-7-14-6.wav,other
104998-7-15-1.wav,other
104998-7-15-3.wav,other
104998-7-15-5.wav,other
104998-7-15-9.wav,other
104998-7-16-0.wav,other
104998-7-16-10.wav,other
104998-7-16-11.wav,other
104998-7-16-5.wav,other
104998-7-16-6.wav,other
104998-7-16-7.wav,other
104998-7-17-0.wav,other
104998-7-17-1.wav,other
104998-7-17-12.wav,other
104998-7-17-14.wav,other
104998-7-17-4.wav,other
104998-7-17-7.wav,other
104998-7-17-8.wav,other
104998-7-18-12.wav,other
104998-7-18-13.wav,other
104998-7-18-3.wav,other
102857-5-0-0.wav,other
102857-5-0-1.wav,other
102857-5-0-10.wav,other
102857-5-0-11.wav,other
102857-5-0-12.wav,other
102857-5-0-13.wav,other
102857-5-0-14.wav,other
102857-5-0-15.wav,other
102857-5-0-16.wav,other
102857-5-0-17.wav,other
102857-5-0-18.wav,other
102857-5-0-19.wav,other
102857-5-0-2.wav,other
102857-5-0-20.wav,other
102857-5-0-21.wav,other
102857-5-0-22.wav,other
102857-5-0-23.wav,other
102857-5-0-24.wav,other
102857-5-0-25.wav,other
102857-5-0-26.wav,other
102857-5-0-27.wav,other
102857-5-0-28.wav,other
102857-5-0-29.wav,other
102857-5-0-3.wav,other
102857-5-0-30.wav,other
102857-5-0-4.wav,other
102857-5-0-5.wav,other
102857-5-0-6.wav,other
102857-5-0-7.wav,other
102857-5-0-8.wav,other
102857-5-0-9.wav,other
102858-5-0-0.wav,other
102858-5-0-1.wav,other
103249-5-0-0.wav,other
103249-5-0-1.wav,other
103249-5-0-10.wav,other
103249-5-0-11.wav,other
103249-5-0-12.wav,other
103249-5-0-13.wav,other
103249-5-0-14.wav,other
103249-5-0-15.wav,other
103249-5-0-16.wav,other
103249-5-0-17.wav,other
103249-5-0-18.wav,other
103249-5-0-19.wav,other
103249-5-0-2.wav,other
103249-5-0-3.wav,other
103249-5-0-4.wav,other
103249-5-0-5.wav,other
103249-5-0-6.wav,other
103249-5-0-7.wav,other
103249-5-0-8.wav,other
103249-5-0-9.wav,other
103258-5-0-0.wav,other
103258-5-0-1.wav,other
103199-4-0-0.wav,other
103199-4-0-3.wav,other
103199-4-0-4.wav,other
103199-4-0-5.wav,other
103199-4-0-6.wav,other
103199-4-1-0.wav,other
103199-4-2-0.wav,other
103199-4-2-1.wav,other
103199-4-2-10.wav,other
103199-4-2-11.wav,other
103199-4-2-2.wav,other
103199-4-2-3.wav,other
103199-4-2-4.wav,other
103199-4-2-5.wav,other
103199-4-2-6.wav,other
103199-4-2-7.wav,other
103199-4-2-8.wav,other
103199-4-2-9.wav,other
103199-4-4-0.wav,other
103199-4-6-0.wav,other
103199-4-7-2.wav,other
103357-4-0-0.wav,other
103357-4-0-1.wav,other
104625-4-0-15.wav,other
104625-4-0-21.wav,other
104625-4-0-27.wav,other
104625-4-0-29.wav,other
104625-4-0-3.wav,other
104625-4-0-35.wav,other
104625-4-0-40.wav,other
104625-4-0-41.wav,other
104625-4-0-45.wav,other
104625-4-0-48.wav,other
104625-4-0-51.wav,other
104625-4-0-52.wav,other
104625-4-0-53.wav,other
104625-4-0-55.wav,other
104625-4-0-57.wav,other
104625-4-0-66.wav,other
104625-4-1-20.wav,other
104625-4-1-8.wav,other
104817-4-0-0.wav,other
104817-4-0-1.wav,other
104817-4-0-10.wav,other
104817-4-0-11.wav,other
104817-4-0-2.wav,other
104817-4-0-3.wav,other
104817-4-0-4.wav,other
104817-4-0-5.wav,other
104817-4-0-6.wav,other
104817-4-0-7.wav,other
104817-4-0-8.wav,other
104817-4-0-9.wav,other
107842-4-0-0.wav,other
107842-4-0-1.wav,other
101848-9-0-0.wav,other
101848-9-0-1.wav,other
101848-9-0-2.wav,other
101848-9-0-3.wav,other
101848-9-0-8.wav,other
101848-9-0-9.wav,other
105425-9-0-1.wav,other
105425-9-0-10.wav,other
105425-9-0-12.wav,other
105425-9-0-13.wav,other
105425-9-0-14.wav,other
105425-9-0-23.wav,other
107653-9-0-12.wav,other
107653-9-0-14.wav,other
107653-9-0-18.wav,other
107653-9-0-3.wav,other
107653-9-0-5.wav,other
107653-9-0-7.wav,other
108041-9-0-11.wav,other
108041-9-0-2.wav,other
108041-9-0-4.wav,other
108041-9-0-5.wav,other
108041-9-0-6.wav,other
108041-9-0-7.wav,other
108041-9-0-9.wav,other
108357-9-0-15.wav,other
108357-9-0-2.wav,other
108357-9-0-27.wav,other
108357-9-0-30.wav,other
108357-9-0-44.wav,other
108357-9-0-49.wav,other
108638-9-0-0.wav,other
108638-9-0-1.wav,other
108638-9-0-2.wav,other
108638-9-0-4.wav,other
108638-9-0-5.wav,other
108638-9-0-6.wav,other
109263-9-0-34.wav,other
109263-9-0-39.wav,other
109263-9-0-54.wav,other
109263-9-0-61.wav,other
109263-9-0-78.wav,other
110868-9-0-11.wav,other
110868-9-0-13.wav,other
110868-9-0-14.wav,other
110868-9-0-15.wav,other
110868-9-0-6.wav,other
110868-9-0-8.wav,other
113601-9-0-22.wav,other
113601-9-0-3.wav,other
113601-9-0-33.wav,other
113601-9-0-34.wav,other
113601-9-0-35.wav,other
113601-9-0-42.wav,other
115239-9-0-0.wav,other
100263-2-0-117.wav,other
100263-2-0-121.wav,other
100263-2-0-126.wav,other
100263-2-0-137.wav,other
100263-2-0-143.wav,other
100263-2-0-161.wav,other
100263-2-0-3.wav,other
100263-2-0-36.wav,other
101382-2-0-10.wav,other
101382-2-0-12.wav,other
101382-2-0-20.wav,other
101382-2-0-21.wav,other
101382-2-0-29.wav,other
101382-2-0-33.wav,other
101382-2-0-42.wav,other
101382-2-0-45.wav,other
104327-2-0-15.wav,other
104327-2-0-19.wav,other
104327-2-0-26.wav,other
104327-2-0-28.wav,other
104327-2-0-3.wav,other
104327-2-0-30.wav,other
104327-2-0-34.wav,other
104327-2-0-4.wav,other
104421-2-0-1.wav,other
104421-2-0-15.wav,other
104421-2-0-20.wav,other
104421-2-0-29.wav,other
104421-2-0-3.wav,other
104421-2-0-5.wav,other
104421-2-0-7.wav,other
104421-2-1-3.wav,other
105415-2-0-1.wav,other
105415-2-0-15.wav,other
105415-2-0-19.wav,other
105415-2-0-21.wav,other
105415-2-0-24.wav,other
105415-2-0-4.wav,other
105415-2-0-6.wav,other
105415-2-0-8.wav,other
108362-2-0-11.wav,other
108362-2-0-12.wav,other
108362-2-0-21.wav,other
108362-2-0-23.wav,other
108362-2-0-29.wav,other
108362-2-0-30.wav,other
108362-2-0-7.wav,other
108362-2-0-9.wav,other
109703-2-0-134.wav,other
109703-2-0-14.wav,other
109703-2-0-153.wav,other
109703-2-0-29.wav,other
109703-2-0-32.wav,other
109703-2-0-48.wav,other
109703-2-0-50.wav,other
100032-3-0-0.wav,other
100652-3-0-0.wav,other
100652-3-0-1.wav,other
100652-3-0-2.wav,other
100652-3-0-3.wav,other
100795-3-0-0.wav,other
100795-3-1-0.wav,other
100795-3-1-1.wav,other
100795-3-1-2.wav,other
101281-3-0-0.wav,other
101281-3-0-14.wav,other
101281-3-0-5.wav,other
101415-3-0-2.wav,other
101415-3-0-3.wav,other
101415-3-0-8.wav,other
102102-3-0-0.wav,other
102103-3-0-0.wav,other
102103-3-1-0.wav,other
102104-3-0-0.wav,other
102105-3-0-0.wav,other
102106-3-0-0.wav,other
102547-3-0-2.wav,other
102547-3-0-7.wav,other
102547-3-0-8.wav,other
102842-3-0-1.wav,other
102842-3-1-0.wav,other
102842-3-1-5.wav,other
102842-3-1-6.wav,other
103076-3-0-0.wav,other
103076-3-1-0.wav,other
103076-3-2-0.wav,other
105088-3-0-10.wav,other
105088-3-0-11.wav,other
105088-3-0-19.wav,other
105088-3-0-8.wav,other
105319-3-0-22.wav,other
105319-3-0-29.wav,other
105319-3-0-39.wav,other
107190-3-0-0.wav,other
108187-3-2-0.wav,other
108187-3-3-0.wav,other
108187-3-4-0.wav,other
108187-3-6-0.wav,other
109233-3-0-3.wav,other
109233-3-0-4.wav,other
109233-3-0-5.wav,other
109233-3-0-6.wav,other
109711-3-1-0.wav,other
109711-3-2-4.wav,other
109711-3-2-6.wav,other
110134-3-0-0.wav,other
110371-3-0-1.wav,other
110371-3-1-0.wav,other
110371-3-1-1.wav,other
110389-3-0-0.wav,other
20201203_195446_1-01.wav,dingdong
20201203_195446_1-02.wav,dingdong
20201203_195446_1-03.wav,dingdong
20201203_195446_1-04.wav,dingdong
20201203_195446_1-05.wav,dingdong
20201203_195446_1-06.wav,dingdong
20201203_195446_1-07.wav,dingdong
20201203_195446_1-08.wav,dingdong
20201203_195446_1-09.wav,dingdong
20201203_195446_1-10.wav,dingdong
20201203_195446_1-100.wav,dingdong
20201203_195446_1-101.wav,dingdong
20201203_195446_1-102.wav,dingdong
20201203_195446_1-103.wav,dingdong
20201203_195446_1-104.wav,dingdong
20201203_195446_1-105.wav,dingdong
20201203_195446_1-106.wav,dingdong
20201203_195446_1-107.wav,dingdong
20201203_195446_1-11.wav,dingdong
20201203_195446_1-12.wav,dingdong
20201203_195446_1-13.wav,dingdong
20201203_195446_1-14.wav,dingdong
20201203_195446_1-15.wav,dingdong
20201203_195446_1-16.wav,dingdong
20201203_195446_1-17.wav,dingdong
20201203_195446_1-18.wav,dingdong
20201203_195446_1-19.wav,dingdong
20201203_195446_1-20.wav,dingdong
20201203_195446_1-21.wav,dingdong
20201203_195446_1-22.wav,dingdong
20201203_195446_1-23.wav,dingdong
20201203_195446_1-24.wav,dingdong
20201203_195446_1-25.wav,dingdong
20201203_195446_1-26.wav,dingdong
20201203_195446_1-27.wav,dingdong
20201203_195446_1-28.wav,dingdong
20201203_195446_1-29.wav,dingdong
20201203_195446_1-30.wav,dingdong
20201203_195446_1-31.wav,dingdong
20201203_195446_1-32.wav,dingdong
20201203_195446_1-33.wav,dingdong
20201203_195446_1-34.wav,dingdong
20201203_195446_1-35.wav,dingdong
20201203_195446_1-36.wav,dingdong
20201203_195446_1-37.wav,dingdong
20201203_195446_1-38.wav,dingdong
20201203_195446_1-39.wav,dingdong
20201203_195446_1-40.wav,dingdong
20201203_195446_1-41.wav,dingdong
20201203_195446_1-42.wav,dingdong
20201203_195446_1-43.wav,dingdong
20201203_195446_1-44.wav,dingdong
20201203_195446_1-45.wav,dingdong
20201203_195446_1-46.wav,dingdong
20201203_195446_1-47.wav,dingdong
20201203_195446_1-48.wav,dingdong
20201203_195446_1-49.wav,dingdong
20201203_195446_1-50.wav,dingdong
20201203_195446_1-51.wav,dingdong
20201203_195446_1-52.wav,dingdong
20201203_195446_1-53.wav,dingdong
20201203_195446_1-54.wav,dingdong
20201203_195446_1-55.wav,dingdong
20201203_195446_1-56.wav,dingdong
20201203_195446_1-57.wav,dingdong
20201203_195446_1-58.wav,dingdong
20201203_195446_1-59.wav,dingdong
20201203_195446_1-60.wav,dingdong
20201203_195446_1-61.wav,dingdong
20201203_195446_1-62.wav,dingdong
20201203_195446_1-63.wav,dingdong
20201203_195446_1-64.wav,dingdong
20201203_195446_1-65.wav,dingdong
20201203_195446_1-66.wav,dingdong
20201203_195446_1-67.wav,dingdong
20201203_195446_1-68.wav,dingdong
20201203_195446_1-69.wav,dingdong
20201203_195446_1-70.wav,dingdong
20201203_195446_1-71.wav,dingdong
20201203_195446_1-72.wav,dingdong
20201203_195446_1-73.wav,dingdong
20201203_195446_1-74.wav,dingdong
20201203_195446_1-75.wav,dingdong
20201203_195446_1-76.wav,dingdong
20201203_195446_1-77.wav,dingdong
20201203_195446_1-78.wav,dingdong
20201203_195446_1-79.wav,dingdong
20201203_195446_1-80.wav,dingdong
20201203_195446_1-81.wav,dingdong
20201203_195446_1-82.wav,dingdong
20201203_195446_1-83.wav,dingdong
20201203_195446_1-84.wav,dingdong
20201203_195446_1-85.wav,dingdong
20201203_195446_1-86.wav,dingdong
20201203_195446_1-87.wav,dingdong
20201203_195446_1-88.wav,dingdong
20201203_195446_1-89.wav,dingdong
20201203_195446_1-90.wav,dingdong
20201203_195446_1-91.wav,dingdong
20201203_195446_1-92.wav,dingdong
20201203_195446_1-93.wav,dingdong
20201203_195446_1-94.wav,dingdong
20201203_195446_1-95.wav,dingdong
20201203_195446_1-96.wav,dingdong
20201203_195446_1-97.wav,dingdong
20201203_195446_1-98.wav,dingdong
20201203_195446_1-99.wav,dingdong
Audio recording 2020-07-22 12-55-15-[AudioTrimmer.com] (1).wav,dingdong
Audio recording 2020-07-22 12-55-15-[AudioTrimmer.com] (2).wav,dingdong
Audio recording 2020-07-22 12-55-15-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-00-41-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-01-52-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-03-13-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-04-45-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-06-09-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-08-08-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-09-32-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-11-13-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-12-41-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-14-24-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-16-24-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-18-05-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-19-30-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-21-28-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-26-10-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-27-59-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-39-43-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-41-17-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-42-27-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-44-04-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-45-30-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-47-20-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-48-23-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-49-50-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-51-11-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-52-28-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-53-35-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 13-55-05-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-03-26-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-05-40-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-07-11-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-08-31-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-09-39-[AudioTrimmer.com] (1).wav,dingdong
Audio recording 2020-07-22 14-09-39-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-12-25-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-13-49-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-15-47-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-17-26-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-18-50-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-20-25-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-22-25-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-24-02-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-25-41-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-26-57-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-28-48-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-37-58-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-39-20-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-44-04-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-45-49-[AudioTrimmer.com] (1).wav,dingdong
Audio recording 2020-07-22 14-45-49-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-47-29-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-48-54-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-50-34-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-52-10-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-54-20-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-55-38-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-57-06-[AudioTrimmer.com].wav,dingdong
Audio recording 2020-07-22 14-58-31-[AudioTrimmer.com].wav,dingdong
record_1.wav,dingdong
record_10.wav,dingdong
record_11.wav,dingdong
record_12.wav,dingdong
record_13.wav,dingdong
record_14.wav,dingdong
record_15.wav,dingdong
record_16.wav,dingdong
record_17.wav,dingdong
record_18.wav,dingdong
record_2.wav,dingdong
record_3.wav,dingdong
record_4.wav,dingdong
record_5.wav,dingdong
record_6.wav,dingdong
record_7.wav,dingdong
record_8.wav,dingdong
record_9.wav,dingdong
